nct_id,brief_title,sponsor_name,phase,overall_status,start_date,completion_date,enrollment_count,interventions
NCT03338049,All in One Study: A Prospective Trial of Electromagnetic Navigation for Biopsy of Pulmonary Nodules,Veran Medical Technologies,NA,COMPLETED,2018-02-14,2019-12-01,150.0,Veran System
NCT06838338,JAB-21822 Combined With Chemotherapy and Bevacizumab in Second-line KRAS G12C CRC,Jian Li,PHASE1,ACTIVE_NOT_RECRUITING,2025-03-20,2026-08,30.0,JAB-21822; standard second-line chemotherapy; Bevacizumab
NCT04706338,Transcranial Magnetic Stimulation in the Rehabilitation of Postoperative Motor Dysfunction.,Beijing Neurosurgical Institute,NA,UNKNOWN,2021-01-15,2022-01-01,30.0,TMS treatment
NCT06030258,IN10018 Combination Therapy in Treatment-naïve ES-SCLC,"InxMed (Shanghai) Co., Ltd.",PHASE1,RECRUITING,2023-10-30,2025-12-24,120.0,IN10018; Tislelizumab; Carboplatin; Etoposide
NCT07408258,"Safety, Pharmacokinetics (PK), and Efficacy of ONC-783 in Advanced Solid Tumors","OncoC4, Inc.",PHASE1,RECRUITING,2026-08-10,2028-08-01,20.0,ONC-783
NCT01533948,Axitinib in Treating Patients With Melanoma That is Metastatic or Cannot Be Removed by Surgery,Roswell Park Cancer Institute,PHASE2,TERMINATED,2012-01,2015-07,25.0,axitinib; laboratory biomarker analysis
NCT01058655,"RAD001 and AV-951 in Patients With Refractory, Metastatic Colorectal Cancer",Dana-Farber Cancer Institute,PHASE1,COMPLETED,2010-02,2015-04,56.0,Everolimus; Tivozanib
NCT02640755,"Absorption, Metabolism, Excretion and Pharmacokinetics of a Single Dose [14C]AZD2014 Followed by a Multiple Dose Phase",AstraZeneca,PHASE1,COMPLETED,2016-01-28,2017-07-06,4.0,[14C]AZD2014; Multiple dose AZD2014; Fulvestrant; Paclitaxel
NCT03404726,"A Study to Investigate BAY2402234, a Dihydroorotate Dehydrogenase (DHODH) Inhibitor, in Myeloid Malignancies",Bayer,PHASE1,TERMINATED,2018-03-29,2021-01-26,40.0,BAY2402234
NCT03551626,Study of Dabrafenib+Trametinib in the Adjuvant Treatment of Stage III BRAF V600+ Melanoma After Complete Resection to Evaluate the Impact on Pyrexia Related Outcomes,Novartis Pharmaceuticals,PHASE3,COMPLETED,2018-08-29,2021-09-16,552.0,Dabrafenib; Trametinib
NCT07822126,Accurate Planning and Guidance of Bronchoscopy for Lung Cancer Management,Penn State University,N/A,NOT_YET_RECRUITING,2026-09-24,2027-05-31,6.0,Virtual Navigation System
NCT00994526,Processed Meat and Colon Carcinogenesis,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",NA,COMPLETED,2009-10,2010-01,18.0,Ham; Ham + calcium; Ham + vitamin E
NCT06002126,Optimization of Cervical Cancer Screening Among Women Living With HIV in Latin American Countries,Weill Medical College of Cornell University,NA,ACTIVE_NOT_RECRUITING,2023-08-02,2027-03-31,1001.0,Xpert HPV; QIAsure Methylation Test
NCT00400478,"A Multicentre, Randomized Phase III Study of Rituximab as Maintenance Treatment Versus Observation in Patients With Aggressive B-cell Lymphoma: NHL-13",Arbeitsgemeinschaft medikamentoese Tumortherapie,PHASE3,COMPLETED,2006-01,2013-03,683.0,Rituximab
NCT04533243,Opioid Titration With 12.5 ug/h Fentanyl Transdermal Patch vs Orally Morphine for Opioid-naïve Patients With Moderate Cancer Pain,Fujian Cancer Hospital,PHASE3,UNKNOWN,2020-09-01,2022-08-31,209.0,2.5ug/h transdermal fentanyl; Oral immediate-released morphine
NCT00968643,"Spinal Cord Compression. ICORG 05-03, V6",Cancer Trials Ireland,PHASE3,COMPLETED,2006-01,,126.0,radiation therapy
NCT06576115,"Gemcitabine, Nab-paclitaxel Plus the TheraBionic P1 (an Amplitude-Modulated Radiofrequency Electromagnetic Fields) Device to Treat Metastatic Pancreatic Cancer",Barbara Ann Karmanos Cancer Institute,PHASE2,RECRUITING,2025-02-28,2027-07,30.0,Nab paclitaxel; Gemcitabine; TheraBionic P1
NCT06721715,Textbook Outcomes After Oesophagectomy in Regional Australia,Launceston General Hospital,N/A,NOT_YET_RECRUITING,2024-12,2024-12,100.0,
NCT01264315,Safety And Efficacy Of Lenalidomide As Maintenance Therapy In Patients With Newly Diagnosed Multiple Myeloma Following A Tandem Autologous-Allogeneic Transplant,Fondazione EMN Italy Onlus,PHASE2,COMPLETED,2008-09,2023-02,53.0,Lenalidomide
NCT02542215,Cobiprostone for the Prevention of Oral Mucositis in Subjects With Head and Neck Cancer Receiving Concurrent Radiation and Chemotherapy,"Sucampo Pharma Americas, LLC",PHASE2,TERMINATED,2015-06,2016-07,47.0,Cobiprostone; Placebo; Standard Care - Chemotherapy; Standard Care - Radiation
NCT04136535,Pemetrexed and Carboplatin With or Without Anlotinib Hydrochloride for Osimertinib-resistant Non-squamous NSCLC,Fudan University,PHASE2,RECRUITING,2021-11-18,2026-12-31,105.0,Pemetrexed; Carboplatin; Anlotinib
NCT03744208,SCT200 Injection in Patients With Head and Neck Squamous Cell Carcinoma,Shi Yuankai,PHASE2,UNKNOWN,2018-12-30,2020-05-28,30.0,Anti-EGFR monoclonal antibody
NCT05955508,A Proof-of-Concept Trial to Study the Safety and Activity of Linvoseltamab in Adult Participants With Smoldering Multiple Myeloma at High Risk of Developing Multiple Myeloma,Regeneron Pharmaceuticals,PHASE2,ACTIVE_NOT_RECRUITING,2024-01-30,2033-01-25,40.0,Linvoseltamab
NCT00006425,Breast Imaging Studies in Women at High Genetic Risk of Breast Cancer: Menstrual Cycle Study,National Cancer Institute (NCI),N/A,COMPLETED,2000-12-19,2008-10-03,20.0,
NCT02851225,Coordinate Regulation of Transfusions by Uploading,"University Hospital, Toulouse",NA,COMPLETED,2019-08-02,2021-05-11,60.0,telemedicine transmission of biological results
NCT02665676,Embryonal Tumors of Infancy & Childhood: South Egypt Cancer Institute Experience,Assiut University,N/A,UNKNOWN,2019-07-01,2024-04,420.0,
NCT06444776,Therapy-Associated Saliva and Taste Change Evaluation (TASTE) in Head & Neck Cancer Patients Undergoing Radiotherapy,"Sonja Stieb, MD",N/A,RECRUITING,2022-12-19,2027-12,150.0,"Repetitive (semi-)objective and subjective taste, smell, and saliva analysis"
NCT06447376,Study of Cytokine Release Syndrome Prophylaxis and Treatment With Siltuximab Prior to Epcoritamab,Taylor Brooks,PHASE1,RECRUITING,2025-01-14,2028-09-01,20.0,Siltuximab; Epcoritamab; Gemcitabine and oxaliplatin
NCT03946917,JS001 Combined With Regorafenib in Patients With Advanced Colorectal Cancer,Sun Yat-sen University,PHASE1,UNKNOWN,2019-03-12,2021-11-20,44.0,JS001; regorafenib tablet
NCT04744935,Optical Coherence Tomography Guided Laser Treatment of Basal Cell Carcinoma,Christopher Zachary,NA,ACTIVE_NOT_RECRUITING,2021-01-13,2027-02-17,40.0,1064 nm long-pulse Nd:YAG laser
NCT01886508,A Multicentre Trial of Nerve-Spring Radical Hysterectomy vs. Radical Hysterectomy for Cervical Cancer,"Nanfang Hospital, Southern Medical University",NA,UNKNOWN,2013-07,2020-12,240.0,Nerve-spring radical hysterectomy; radical hysterectomy
NCT06005025,Examination of the Effect of Counselling and Follow-up After Breast Cancer Awareness Education,Tarsus University,NA,COMPLETED,2023-04-01,2024-03-15,160.0,Reminder message
NCT02696525,Circulating Tumor DNA Detection in Surveillance of Surgical Lung Cancer Patients,Peking University People's Hospital,N/A,UNKNOWN,2018-12,2021-12,145.0,
NCT05428176,A High Intensity Electronic Health Intervention for the Reduction of Learning Disparities in Childhood Cancer Survivors,City of Hope Medical Center,NA,ACTIVE_NOT_RECRUITING,2022-09-10,2027-06-30,332.0,Best Practice; Internet-Based Intervention; Quality-of-Life Assessment; Questionnaire Administration
NCT07168876,Colon Cancer Liquid Biopsy Investigation of Methylation-based Biomarkers Evaluation Using Delta-HLD (CLIMBED),"Epiliquid Holding, Inc",N/A,RECRUITING,2024-04-04,2028-12,3200.0,
NCT02735317,Efficacy and Safety of FORRAD® for the Management of Radiation-induced Mucositis in Patients With Nasopharyngeal Carcinoma Receiving IMRT,Yun-fei Xia,PHASE2,UNKNOWN,2016-04,2017-06,90.0,"Oral Ulcer Gargle (FORRAD®); Quadruple mixture, composed of dexamethasone, gentamicin, vitamin B12, and procaine"
NCT07407517,Adjuvant Intensification for LAR,Fudan University,PHASE3,NOT_YET_RECRUITING,2026-02-01,2033-02-01,904.0,Everolimus 10 mg daily
NCT06494540,NIS to Examine the Effectiveness of TDC in Patients With Metastatic Non-squamous NSCLC and High-risk Genetic Alterations,AstraZeneca,N/A,RECRUITING,2024-06-28,2029-12-31,600.0,
NCT02595840,Biomarker Study Accompanying the AIO-TRK-0114 Study (MARBLE),Universität Duisburg-Essen,PHASE2,TERMINATED,2015-11-25,2017-11-20,4.0,Afatinib; Pemetrexed
NCT01468389,Taxanes or Platinum in Combination With Capecitabine Followed by Capecitabine Alone as First Line Treatment for Patients With Advanced Adenocarcinoma of Stomach or Esophagogastric Junction,The Affiliated Hospital of the Chinese Academy of Military Medical Sciences,PHASE3,UNKNOWN,2011-11,2013-06,300.0,Capecitabine; capecitabine
NCT01004640,Study of Blood and Bone Marrow Samples in Patients With Chronic Myelogenous Leukemia Enrolled on a CALGB Clinical Trial,Alliance for Clinical Trials in Oncology,N/A,UNKNOWN,1998-12-15,,60.0,DNA analysis; Southern blotting; cytogenetic analysis; polymerase chain reaction
NCT06587789,Ribociclib in Combination With Adjuvant Endocrine Therapy for Patients With Early High-risk HR+HER2- Breast Cancer,"Second Affiliated Hospital, Zhejiang University, School of Medicine",N/A,RECRUITING,2024-01-01,2027-01-01,286.0,Ribociclib
NCT06329089,Reoperative Sentinel Lymph Node Biopsy in Patients With Recurrent Ipsilateral Breast Cancer,Hospital Clinic of Barcelona,N/A,UNKNOWN,2024-01-01,2025-12-31,97.0,Reoperative Sentinel Lymph Node Biopsy
NCT02000050,Phase II Study of Up-front Chemotherapy and Neo-adjuvant Short-course Radiotherapy for Resectable Rectal Carcinoma (COLORE),Istituto Romagnolo per lo Studio dei Tumori Dino Amadori IRST S.r.l. IRCCS,PHASE2,COMPLETED,2013-10-11,2019-03-15,52.0,FOLFOX4; Tomotherapy; TME (Total Mesorectal Excision)
NCT00693550,Contact Allergies to Dental Metal as a Possible Risk Factor for Oral Cancer,Mayo Clinic,N/A,COMPLETED,2000-08,2009-01,115.0,metal patch tests
NCT00537368,First Study of the Safety of CNTO 888 in Patients With Solid Tumors,"Centocor, Inc.",PHASE1,COMPLETED,2007-09,2010-03,44.0,CNTO 888
NCT00308750,First Line Chemotherapy Treatment of Advanced Non-Small Cell Lung Cancer (NSCLC),Eli Lilly and Company,PHASE2,COMPLETED,2006-03,2009-07,218.0,enzastaurin; pemetrexed; docetaxel; carboplatin
NCT06786091,Late Side-effects After Cervical Cancer Treatment - Prevention and Treatment,St. Olavs Hospital,NA,COMPLETED,2025-02-04,2026-07-01,25.0,Pelvic floor muscle training rehabilitation
NCT03129074,Study of Varlitinib Plus Capecitabine in Patients With Advanced or Metastatic Biliary Tract Cancer,ASLAN Pharmaceuticals,PHASE2,WITHDRAWN,2018-05,2020-09,0.0,Varlitinib; Capecitabine
NCT02734004,A Phase I/II Study of MEDI4736 in Combination With Olaparib in Patients With Advanced Solid Tumors.,AstraZeneca,PHASE1,ACTIVE_NOT_RECRUITING,2016-03-17,2026-09-17,264.0,Olaparib; MEDI4736; Bevacizumab
NCT01458704,Cancer Genome Analysis,Seoul National University Hospital,N/A,UNKNOWN,2011-08,,100.0,next generation sequencing
NCT03096184,A Study of Apatinib Plus Tegafur Gimeracil Oteracil in Recurrent/Metastatic Head and Neck Cancers,Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University,PHASE2,UNKNOWN,2016-12-23,2019-05-01,38.0,Apatinib Mesylate Tablets; Tegafur Gimeracil Oteracil Potassium Capsules
NCT00689884,Feasibility and Cost Analysis of PBSC Mobilization Using Pegfilgrastim in Hematologic Malignancies,Dartmouth-Hitchcock Medical Center,NA,TERMINATED,2007-01,2009-01,7.0,Pegfilgrastim
NCT05554133,Precision Optical Guidance for Oral Biopsy,M.D. Anderson Cancer Center,NA,RECRUITING,2023-06-15,2027-03-31,90.0,High Resolution Microendoscope (HRME); Optical Mapping Scope; Proflavine hemisulfate
NCT00693433,Temsirolimus and Dexamethasone in Treating Patients With Recurrent or Refractory Multiple Myeloma,National Cancer Institute (NCI),PHASE1,COMPLETED,2008-12,,15.0,dexamethasone; temsirolimus; laboratory biomarker analysis
NCT05941104,"The Effect of Frailty on Blood Biology Indicators, Quality of Life and Survival of Patients With Radical Prostatectomy",Anhui Provincial Hospital,N/A,UNKNOWN,2023-07-15,2025-12-31,100.0,frailty
NCT02572804,Comparing Rectus Sheath Catheter to Epidural Post Cystectomy,Vancouver Coastal Health,NA,UNKNOWN,2015-09,2017-06,160.0,Epidural; Rectus Sheath Catheters
NCT02944604,The Efficacy and Safety of PEG-rhG-CSF（Pegylated Recombinant Human Granulocyte Colony Stimulating Factor)in Patients With Breast Cancer Who Were Treated With Intensive Chemotherapy,Peking University,PHASE4,COMPLETED,2016-09-08,2017-09-30,240.0,PEG-rhG-CSF
NCT03671252,Prospectively Randomized Control Clinical Trial of FOLFOXIRI Preoperative Chemotherapy Alone on Rectal Cancer in Local Advance Comparing to Oral Capecitabine Combined With Long-term Radiation,Sun Yat-sen University,PHASE3,RECRUITING,2018-11-16,2028-09-25,776.0,FOLFOXIRI; XELOX; Chemoradiotherapy; TME operation; efficacy evaluation
NCT07413952,Limertinib Plus Radiotherapy for EGFR-Mutant NSCLC With Brain Metastases,The First Affiliated Hospital of Guangzhou Medical University,PHASE2,NOT_YET_RECRUITING,2026-04-01,2029-12-31,45.0,Limertinib Plus Radiotherapy
NCT00002552,"Chemotherapy Plus Bone Marrow Transplantation in Treating Patients With Refractory Non-Hodgkin's Lymphoma, Hodgkin's Disease, or Multiple Myeloma",Barbara Ann Karmanos Cancer Institute,PHASE2,COMPLETED,1993-10,2003-10,40.0,filgrastim; sargramostim; carmustine; cyclophosphamide; cytarabine; etoposide; leucovorin calcium; methotrexate; perfosfamide; therapeutic hydrocortisone; allogeneic bone marrow transplantation; autologous bone marrow transplantation; in vitro-treated bone marrow transplantation; peripheral blood stem cell transplantation; syngeneic bone marrow transplantation; radiation therapy
NCT00867347,Radiation Therapy or Surgery in Treating Patients Receiving Chemotherapy for Bladder Cancer,"Institute of Cancer Research, United Kingdom",PHASE3,COMPLETED,2007-07,2017-04,45.0,therapeutic conventional surgery; radiation therapy
NCT07103447,Prospective Multicenter Single-arm Trial: AK112 + Nab-paclitaxel/Carboplatin Neoadjuvant for TNBC,Shuangyue Liu,PHASE2,NOT_YET_RECRUITING,2025-09-10,2028-12-31,54.0,"AK112, Carboplatin, Paxlitaxel"
NCT01265147,Intensity-modulated Radiation Therapy Combined With Cisplatin or Nedaplatin Chemotherapy in Nasopharyngeal Carcinoma,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,PHASE2,UNKNOWN,2011-01,2017-12,20.0,Cisplatin; Nedaplatin
NCT01776138,Study of Outcomes After Surgery/Treatment to Treat Bladder Cancer,UNC Lineberger Comprehensive Cancer Center,N/A,COMPLETED,2012-07-23,2021-09-02,103.0,Collect Blood and Survey Instruments
NCT07628738,A Prospective Clinical Study on Reduced-intensity Radiotherapy for Stage I/II Low-risk Nasal-type NK/T-cell Lymphoma Achieving Complete Remission After Chemotherapy,Ruijin Hospital,PHASE2,RECRUITING,2026-07-01,2034-05-01,39.0,reduced-intensity radiotherapy
NCT06981858,A Single-Arm Exploratory Study of Enlansibumab Sequentially Combined With Concurrent Chemoradiotherapy for Locally Advanced Cervical Cancer,Chongqing University Cancer Hospital,PHASE2,NOT_YET_RECRUITING,2025-05-15,2029-02-01,34.0,Enlonstobart Injection
NCT03706248,Paired Analysis of Sensitivity for Colorectal Cancer Using COLVERA : PASCAL,Clinical Genomics Pathology,N/A,COMPLETED,2018-07-28,2019-07-15,65.0,Blood Draw
NCT06221748,DV Combined With Cadonilimab in Subjects With HER2-expressing Gastric Cancer and Gastroesophageal Junction Adenocarcinoma After Progression on First-line Therapy,"RemeGen Co., Ltd.",PHASE2,RECRUITING,2024-02-22,2027-12,90.0,Disitamab Vedotin Injection; Cadonilimab Injection; Paclitaxel Injection
NCT04919226,Lutetium 177Lu-Edotreotide Versus Best Standard of Care in Well-differentiated Aggressive Grade-2 and Grade-3 GastroEnteroPancreatic NeuroEndocrine Tumors (GEP-NETs) - COMPOSE,ITM Solucin GmbH,PHASE3,ACTIVE_NOT_RECRUITING,2021-12-21,2027-09,259.0,177Lu-Edotreotide (Peptide Receptor Radionuclide Therapy) PRRT; CAPTEM (Capecitabine and Temozolomide); Amino-Acid Solution; Everolimus; FOLFOX (Folinic acid + Fluorouracil + Oxaliplatin)
NCT03727126,Robotic Versus Thoracolaparoscopic Esophagectomy for Esophageal Cancer,GEM Hospital & Research Center,NA,UNKNOWN,2018-11-01,2021-01-01,40.0,Robotic esophagectomy; Thoracolaparoscopic esophagectomy
NCT04322578,Crizotinb or Standard Chemotherapy in Met Exon 14 Skipping Advanced NSCLC,Hunan Province Tumor Hospital,PHASE2,UNKNOWN,2020-03-24,2026-03-24,120.0,Crizotinib; Pemetrexed
NCT06718543,Neoadjuvant Short-Course Radiotherapy With or Without Chemotherapy and AK112 in Locally Advanced Rectal Cancer,fan li,PHASE2,RECRUITING,2025-02-10,2027-10-31,100.0,AK112 with SCRT and CapeOX; AK112 with SCRT
NCT05961215,Scalp Cooling to Prevent Hair Loss in Patients Undergoing Stem Cell Transplantation for Multiple Myeloma,Cedars-Sinai Medical Center,NA,COMPLETED,2023-08-10,2025-02-03,31.0,Penguin Cold Cap
NCT07708415,The Correlation of Postoperative Polyp Recurrence and Colorectal Cancer,Gansu Provincial Hospital,N/A,NOT_YET_RECRUITING,2026-07-01,2026-12-31,3000.0,Endoscopic polypectomy
NCT03782415,Study to Evaluate Ibudilast and TMZ Combo Treatment in Newly Diagnosed and Recurrent Glioblastoma,MediciNova,PHASE1,COMPLETED,2018-12-29,2023-08-07,64.0,MN-166; Temozolomide
NCT05062135,Progesterone Action on Endometrium of PCOS,University of Sao Paulo General Hospital,NA,COMPLETED,2014-02-10,2019-04-21,36.0,Progesterone 400 Mg Vaginal Suppository on PCOS
NCT04955808,"Biospecimen Collection in Identifying Genetic Changes in Patients With Breast, Prostate, Colorectal, Liver, or Kidney Cancer or Multiple Myeloma Undergoing Surgery",National Cancer Institute (NCI),N/A,SUSPENDED,2017-02-07,2026-12-31,2400.0,Biospecimen Collection; Laboratory Biomarker Analysis
NCT03840408,Mitochondria-targeted System Therapy Combined With Radiofrequency Ablation for Early-stage Non-small Cell Lung Cancer,Shanghai 10th People's Hospital,NA,UNKNOWN,2019-01-31,2024-01-31,1753.0,Mitochondria-targeted System Therapy Combined With Radiofrequency Ablation; Surgery
NCT06326008,"Safety, Tolerability, and Pharmacokinetics of Donor-derived CD19 CAR Therapy Bridged Allo-HSCT and Sequential Donor-derived CD22 CAR Therapy for r/r B-ALL: a Clinical Trial",Beijing GoBroad Hospital,PHASE1,RECRUITING,2026-03-15,2026-12-30,48.0,Donor-derived CD19 CAR Therapy Bridged Allo-HSCT and Sequential Donor-derived CD22 CAR Therapy
